Entry Time,Symbols,Exit Time,Direction,Entry Price,Exit Price,Quantity,P&L,Fees,MAE,MFE,Drawdown,IsWin,Duration,Order IDs
2024-08-22T14:31:00Z,"QQQ   240906C00470000",2024-08-22T15:48:00Z,Buy,17.55,13.9,4,-1460,5.2,-1594,0,1594,0,"01:17:00","558;567"
2024-08-22T16:01:00Z,"QQQ   240823P00477000",2024-08-22T16:17:00Z,Buy,2.88,2.5,7,-266,9.1,-364,0,364,0,"00:16:00","568;575"
2024-08-22T16:16:00Z,"QQQ   240823P00477500",2024-08-22T16:18:00Z,Buy,2.67,2.64,8,-24,10.4,-32,0,32,0,"00:02:00","572;578"
2024-08-22T16:01:00Z,"QQQ   240906C00465000",2024-08-22T16:18:00Z,Buy,17.81,18.21,3,120,3.9,-45,189,73.5,1,"00:17:00","569;579"
2024-08-22T17:01:00Z,"QQQ   240823P00477000",2024-08-22T17:03:00Z,Buy,2.86,2.85,7,-7,9.1,-7,91,98,0,"00:02:00","583;588"
2024-08-22T16:31:00Z,"QQQ   240906C00465000",2024-08-22T17:03:00Z,Buy,19.64,17.64,3,-600,3.9,-634.5,45,679.5,0,"00:32:00","580;589"
2024-08-22T17:16:00Z,"QQQ   240823P00477000",2024-08-22T17:18:00Z,Buy,2.94,2.78,7,-112,9.1,-178.5,0,178.5,0,"00:02:00","590;595"
2024-08-22T17:46:00Z,"QQQ   240823P00476000",2024-08-22T17:48:00Z,Buy,2.79,2.91,8,96,10.4,0,132,36,1,"00:02:00","596;601"
2024-08-22T18:11:00Z,"QQQ   240823P00475000",2024-08-22T18:13:00Z,Buy,2.75,2.74,8,-8,10.4,-16,128,136,0,"00:02:00","602;607"
2024-08-23T14:31:00Z,"QQQ   240826C00479000",2024-08-23T14:33:00Z,Buy,4.97,4.74,3,-69,3.9,-187.5,0,187.5,0,"00:02:00","608;613"
2024-08-26T14:46:00Z,"QQQ   240827P00473000",2024-08-26T14:48:00Z,Buy,2.1,1.99,10,-110,13,-260,0,260,0,"00:02:00","617;622"
2024-08-26T14:31:00Z,"QQQ   240913C00462500",2024-08-26T14:48:00Z,Buy,18.77,17.56,3,-363,3.9,-555,0,555,0,"00:17:00","614;623"
2024-08-26T16:01:00Z,"QQQ   240827P00474000",2024-08-26T16:03:00Z,Buy,2.29,2.32,9,27,11.7,-81,36,117,1,"00:02:00","627;632"
2024-08-26T15:01:00Z,"QQQ   240913C00462500",2024-08-26T16:03:00Z,Buy,18.52,17.55,3,-291,3.9,-291,123,414,0,"01:02:00","624;633"
2024-08-26T16:31:00Z,"QQQ   240913C00462500",2024-08-26T18:13:00Z,Buy,18.7,16.97,3,-519,3.9,-532.5,94.5,627,0,"01:42:00","634;643"
2024-08-26T18:11:00Z,"QQQ   240828P00473000",2024-08-26T19:15:00Z,Buy,3.73,2.66,5,-535,6.5,-592.5,15,607.5,0,"01:04:00","637;644"
2024-08-28T15:16:00Z,"QQQ   240829P00469000",2024-08-28T15:18:00Z,Buy,3.81,3.72,5,-45,6.5,-45,65,110,0,"00:02:00","648;653"
2024-08-27T14:31:00Z,"QQQ   240913C00462000",2024-08-28T15:18:00Z,Buy,19.28,14.35,3,-1479,3.9,-1546.5,267,1813.5,0,"1.00:47:00","645;654"
2024-08-28T15:37:00Z,"QQQ   240829P00469000",2024-08-28T15:39:00Z,Buy,3.57,3.55,6,-12,7.8,-30,0,30,0,"00:02:00","655;660"
2024-08-28T16:01:00Z,"QQQ   240829P00470000",2024-08-28T16:03:00Z,Buy,3.66,3.56,5,-50,6.5,-65,0,65,0,"00:02:00","661;666"
2024-08-28T16:31:00Z,"QQQ   240829P00469000",2024-08-28T17:54:00Z,Buy,3.62,3.65,5,15,6.5,-390,80,412.5,1,"01:23:00","667;672"
2024-08-28T18:26:00Z,"QQQ   240830P00467500",2024-08-28T18:28:00Z,Buy,4.36,4.3,4,-24,5.2,-24,8,32,0,"00:02:00","673;678"
2024-08-28T18:56:00Z,"QQQ   240830P00469000",2024-08-28T18:59:00Z,Buy,4.45,4.28,4,-68,5.2,-140,0,140,0,"00:03:00","679;682"
2024-09-03T14:46:00Z,"QQQ   240904P00466000",2024-09-03T14:48:00Z,Buy,2.4,2.62,9,198,11.7,0,225,27,1,"00:02:00","683;688"
2024-09-03T15:16:00Z,"QQQ   240904P00466000",2024-09-03T15:18:00Z,Buy,2.34,2.33,9,-9,11.7,-36,117,126,0,"00:02:00","689;694"
2024-09-03T15:46:00Z,"QQQ   240904P00465000",2024-09-03T15:48:00Z,Buy,2.46,2.28,8,-144,10.4,-144,0,144,0,"00:02:00","695;700"
2024-09-03T16:16:00Z,"QQQ   240904P00465000",2024-09-03T16:19:00Z,Buy,2.22,2.02,9,-180,11.7,-216,0,216,0,"00:03:00","701;706"
2024-09-03T16:46:00Z,"QQQ   240904P00465000",2024-09-03T16:48:00Z,Buy,2.47,2.56,8,72,10.4,0,88,32,1,"00:02:00","707;712"
2024-09-03T17:16:00Z,"QQQ   240905P00464000",2024-09-03T17:19:00Z,Buy,3.21,3.14,6,-42,7.8,-66,0,66,0,"00:03:00","713;718"
2024-09-06T14:01:00Z,"QQQ   240909P00455000",2024-09-06T14:41:00Z,Buy,3.27,5.23,6,1176,7.8,-222,1257,264,1,"00:40:00","730;734"
2024-09-05T15:16:00Z,"QQQ   240920P00474780",2024-09-06T14:43:00Z,Buy,16.32,23.66,3,2202,3.9,-547.5,2277,1113,1,"23:27:00","723;725"
2024-09-06T14:46:00Z,"QQQ   240909P00450000",2024-09-06T15:02:00Z,Buy,3.35,2.41,6,-564,11.7,-570,264,834,0,"00:16:00","735;740"
2024-09-06T15:01:00Z,"QQQ   240909P00450000",2024-09-06T15:02:00Z,Buy,3.45,2.41,6,-624,3.9,-630,204,624,0,"00:01:00","739;740"
2024-09-06T15:31:00Z,"QQQ   240909P00449000",2024-09-06T17:24:00Z,Buy,3.15,2.16,7,-693,9.1,-693,336,1029,0,"01:53:00","742;743"
2024-09-04T17:45:00Z,"QQQ   240920C00466000",2024-09-06T17:42:00Z,Sell,7.18,2.35,3,1449,3.9,-355.5,1482,769.5,1,"1.23:57:00","720;745"
2024-09-04T17:45:00Z,"QQQ   240920C00471000",2024-09-06T17:42:00Z,Buy,4.86,1.29,3,-1071,3.9,-1084.5,252,1336.5,0,"1.23:57:00","719;746"
2024-09-06T17:46:00Z,"QQQ   240909P00448000",2024-09-06T19:12:00Z,Buy,2.62,1.83,8,-632,10.4,-632,96,728,0,"01:26:00","747;748"
2024-09-10T16:16:00Z,"QQQ   240911P00452000",2024-09-10T16:41:00Z,Buy,3.03,2.12,7,-637,9.1,-637,0,637,0,"00:25:00","756;757"
2024-09-09T14:00:00Z,"QQQ   240927C00459000",2024-09-10T19:46:00Z,Sell,7.43,9.14,3,-513,3.9,-600,531,1131,0,"1.05:46:00","751;763"
2024-09-09T14:00:00Z,"QQQ   240927C00464000",2024-09-10T19:46:00Z,Buy,5.16,6.43,3,381,3.9,-429,468,507,1,"1.05:46:00","750;764"
2024-09-11T14:16:00Z,"QQQ   240912P00454000",2024-09-11T14:56:00Z,Buy,2.96,4.74,7,1246,9.1,0,1246,315,1,"00:40:00","767;769"
2024-09-11T15:31:00Z,"QQQ   240912P00454000",2024-09-11T15:40:00Z,Buy,2.77,1.94,7,-581,9.1,-581,0,581,0,"00:09:00","770;771"
2024-09-06T14:46:00Z,"QQQ   240927P00468000",2024-09-11T18:32:00Z,Buy,20,9.58,2,-2084,2.6,-2103,400,2503,0,"5.03:46:00","736;775"
2024-09-06T14:00:00Z,"QQQ   240927C00460000",2024-09-12T13:31:00Z,Sell,8.12,13.64,3,-1656,3.9,-1882.5,865.5,2748,0,"5.23:31:00","732;776"
2024-09-06T14:00:00Z,"QQQ   240927C00465000",2024-09-12T13:31:00Z,Buy,5.78,10.09,3,1293,3.9,-714,1572,811.5,1,"5.23:31:00","731;777"
2024-09-17T17:46:00Z,"QQQ   240919P00471000",2024-09-17T17:48:00Z,Buy,3.95,3.93,5,-10,6.5,-35,45,80,0,"00:02:00","778;783"
2024-09-26T15:03:00Z,"QQQ   240927P00486000",2024-09-26T15:08:00Z,Buy,2.22,1.52,9,-630,11.7,-630,0,630,0,"00:05:00","786;787"
2024-09-26T16:31:00Z,"QQQ   240927P00487000",2024-09-26T18:07:00Z,Buy,2,1.4,10,-600,13,-600,570,1170,0,"01:36:00","789;790"
2024-09-25T14:15:00Z,"QQQ   241018C00493000",2024-09-30T18:17:00Z,Buy,6.36,4.69,15,-2505,19.5,-2505,4485,6990,0,"5.04:02:00","784;792"
2024-09-25T14:15:00Z,"QQQ   241018C00500000",2024-09-30T18:17:00Z,Sell,3.6,2.47,15,1695,19.5,-2775,1702.5,3975,1,"5.04:02:00","785;793"
2024-10-01T14:01:00Z,"QQQ   241002P00482000",2024-10-01T14:03:00Z,Buy,2.75,2.62,7,-91,9.1,-91,0,91,0,"00:02:00","794;799"
2024-10-01T14:31:00Z,"QQQ   241002P00479000",2024-10-01T14:33:00Z,Buy,2.82,3.15,7,231,9.1,0,245,147,1,"00:02:00","800;805"
2024-10-01T15:01:00Z,"QQQ   241002P00479000",2024-10-01T15:03:00Z,Buy,2.46,2.62,8,128,10.4,0,144,16,1,"00:02:00","806;811"
2024-10-01T15:31:00Z,"QQQ   241002P00478000",2024-10-01T15:33:00Z,Buy,2.29,2.15,8,-112,10.4,-112,0,112,0,"00:02:00","812;817"
2024-10-01T16:31:00Z,"QQQ   241002P00480000",2024-10-01T16:33:00Z,Buy,2.37,2.3,8,-56,10.4,-56,560,616,0,"00:02:00","818;823"
2024-10-01T17:31:00Z,"QQQ   241003P00477000",2024-10-01T17:33:00Z,Buy,3.18,2.64,6,-324,7.8,-324,0,324,0,"00:02:00","825;830"
2024-10-15T14:46:00Z,"QQQ   241016P00491000",2024-10-15T14:48:00Z,Buy,1.9,1.73,10,-170,13,-170,0,170,0,"00:02:00","831;836"
2024-10-15T15:31:00Z,"QQQ   241016P00492000",2024-10-15T15:40:00Z,Buy,2.05,1.96,9,-81,11.7,-369,0,369,0,"00:09:00","837;842"
2024-10-15T16:01:00Z,"QQQ   241016P00490000",2024-10-15T16:03:00Z,Buy,1.78,1.65,11,-143,14.3,-143,38.5,181.5,0,"00:02:00","843;848"
2024-10-15T16:31:00Z,"QQQ   241016P00491000",2024-10-15T16:33:00Z,Buy,1.72,1.59,11,-143,14.3,-176,0,176,0,"00:02:00","849;854"
2024-10-15T17:01:00Z,"QQQ   241017P00491000",2024-10-15T17:03:00Z,Buy,2.59,2.51,7,-56,9.1,-73.5,0,73.5,0,"00:02:00","855;860"
2024-10-15T17:32:00Z,"QQQ   241017P00490000",2024-10-15T17:34:00Z,Buy,2.49,2.45,8,-32,10.4,-48,16,48,0,"00:02:00","861;866"
2024-10-23T17:16:00Z,"QQQ   241025P00486000",2024-10-23T17:18:00Z,Buy,2.88,2.65,7,-161,9.1,-161,0,161,0,"00:02:00","867;872"
2024-10-23T17:46:00Z,"QQQ   241025P00486000",2024-10-23T17:51:00Z,Buy,2.94,2.91,6,-18,7.8,-120,18,120,0,"00:05:00","873;878"
2024-10-23T18:26:00Z,"QQQ   241025P00485000",2024-10-23T18:28:00Z,Buy,2.94,2.79,6,-90,7.8,-165,0,165,0,"00:02:00","879;884"
2024-10-23T18:56:00Z,"QQQ   241025P00486000",2024-10-23T18:58:00Z,Buy,2.52,2.46,7,-42,9.1,-42,94.5,136.5,0,"00:02:00","885;888"
2024-10-31T15:08:00Z,"QQQ   241101P00485000",2024-10-31T15:11:00Z,Buy,3.02,2.99,6,-18,7.8,-69,24,69,0,"00:03:00","889;894"
2024-10-31T15:46:00Z,"QQQ   241101P00484000",2024-10-31T15:48:00Z,Buy,2.64,2.72,7,56,9.1,0,175,119,1,"00:02:00","895;900"
2024-10-31T16:16:00Z,"QQQ   241101P00485000",2024-10-31T16:18:00Z,Buy,2.8,2.9,7,70,9.1,0,77,70,1,"00:02:00","901;906"
2024-10-31T17:01:00Z,"QQQ   241101P00485000",2024-10-31T17:12:00Z,Buy,2.72,2.64,7,-56,9.1,-168,0,168,0,"00:11:00","907;912"
2024-10-31T17:46:00Z,"QQQ   241101P00484000",2024-10-31T17:49:00Z,Buy,2.78,2.93,7,105,9.1,0,112,28,1,"00:03:00","913;918"
2024-10-31T18:11:00Z,"QQQ   241101P00483000",2024-10-31T18:13:00Z,Buy,2.53,2.27,7,-182,9.1,-182,0,182,0,"00:02:00","919;924"
2024-11-08T15:00:00Z,"QQQ   241213C00522500",2024-11-08T20:46:00Z,Buy,7.46,7.29,15,-255,19.5,-945,607.5,1005,0,"05:46:00","925;927"
2024-11-08T15:00:00Z,"QQQ   241213C00530000",2024-11-08T20:46:00Z,Sell,4.64,4.62,15,30,19.5,-525,607.5,1132.5,1,"05:46:00","926;928"
2024-11-11T15:15:00Z,"QQQ   241213C00520000",2024-11-14T20:50:00Z,Buy,8.09,4.5,15,-5385,19.5,-5385,690,6075,0,"3.05:35:00","929;933"
2024-11-11T15:15:00Z,"QQQ   241213C00525000",2024-11-14T20:50:00Z,Sell,5.97,3.02,15,4425,19.5,-615,4425,1987.5,1,"3.05:35:00","930;934"
2024-11-11T18:15:00Z,"QQQ   241227C00520000",2024-11-15T14:32:00Z,Buy,9.27,4.53,15,-7110,19.5,-7110,1860,8970,0,"3.20:17:00","931;935"
2024-11-11T18:15:00Z,"QQQ   241227C00525000",2024-11-15T14:32:00Z,Sell,7.12,3.29,15,5745,19.5,-1590,5820,2220,1,"3.20:17:00","932;936"
2024-11-15T17:01:00Z,"QQQ   241118P00496000",2024-11-15T17:03:00Z,Buy,2.19,2.16,8,-24,10.4,-32,32,56,0,"00:02:00","937;942"
2024-11-15T17:34:00Z,"QQQ   241118P00496000",2024-11-15T17:36:00Z,Buy,2.1,2.06,9,-36,11.7,-45,90,126,0,"00:02:00","943;948"
2024-11-15T18:01:00Z,"QQQ   241118P00496000",2024-11-15T18:03:00Z,Buy,2.25,2.3,8,40,10.4,-36,48,84,1,"00:02:00","949;954"
2024-11-15T19:13:00Z,"QQQ   241118P00495000",2024-11-15T19:15:00Z,Buy,2.08,2.09,9,9,11.7,0,72,63,1,"00:02:00","956;961"
2024-11-15T19:41:00Z,"QQQ   241118P00495000",2024-11-15T19:43:00Z,Buy,2.12,1.93,9,-171,11.7,-369,0,369,0,"00:02:00","962;967"
2024-11-18T15:31:00Z,"QQQ   241120C00497000",2024-11-18T15:33:00Z,Buy,5.85,6.13,2,56,2.6,0,73,17,1,"00:02:00","968;973"
2024-11-18T15:46:00Z,"QQQ   241120C00498000",2024-11-18T15:48:00Z,Buy,5.61,5.64,2,6,2.6,-10,12,10,1,"00:02:00","974;979"
2024-11-18T16:01:00Z,"QQQ   241120C00498000",2024-11-18T16:03:00Z,Buy,5.62,5.59,2,-6,2.6,-7,7,13,0,"00:02:00","980;985"
2024-11-19T18:46:00Z,"QQQ   241121C00499000",2024-11-19T18:48:00Z,Buy,6.43,6.6,2,34,2.6,0,48,14,1,"00:02:00","986;991"
2024-11-19T19:11:00Z,"QQQ   241121C00500000",2024-11-19T19:15:00Z,Buy,6.03,6,2,-6,2.6,-16,0,16,0,"00:04:00","992;997"
2024-11-19T19:26:00Z,"QQQ   241121C00500000",2024-11-19T19:28:00Z,Buy,5.86,5.69,2,-34,2.6,-36,0,36,0,"00:02:00","998;1003"
2024-11-20T15:16:00Z,"QQQ   241121P00497000",2024-11-20T15:18:00Z,Buy,3.6,3.76,5,80,6.5,0,145,65,1,"00:02:00","1004;1009"
2024-11-21T15:01:00Z,"QQQ   241122P00500000",2024-11-21T15:03:00Z,Buy,2.37,2.98,8,488,10.4,0,568,80,1,"00:02:00","1010;1015"
2024-11-21T15:31:00Z,"QQQ   241122P00497000",2024-11-21T15:33:00Z,Buy,2.62,2.58,7,-28,9.1,-35,0,35,0,"00:02:00","1016;1021"
2024-11-25T17:15:00Z,"QQQ   241231C00511000",2024-11-26T15:01:00Z,Buy,8.21,7,15,-1815,13.5,-1815,2467.5,4282.5,0,"21:46:00","1022;1024"
2024-11-25T17:15:00Z,"QQQ   241231C00520000",2024-11-26T15:01:00Z,Sell,4.39,4.7,15,-465,13.5,-1740,487.5,2227.5,0,"21:46:00","1023;1025"
2024-11-27T15:00:00Z,"QQQ   250103C00513000",2024-11-27T16:03:00Z,Buy,7.26,5.68,15,-2370,19.5,-2370,0,2370,0,"01:03:00","1026;1028"
2024-11-27T15:00:00Z,"QQQ   250103C00519000",2024-11-27T16:03:00Z,Sell,4.6,3.63,15,1455,19.5,-105,1507.5,427.5,1,"01:03:00","1027;1029"
2024-12-02T15:30:00Z,"QQQ   250103C00521000",2024-12-11T20:51:00Z,Buy,6.45,12.64,15,9285,13.5,-750,11902.5,7125,1,"9.05:21:00","1030;1034"
2024-12-02T15:30:00Z,"QQQ   250103C00525000",2024-12-11T20:51:00Z,Sell,4.72,11.16,15,-9660,13.5,-10080,555,10635,0,"9.05:21:00","1031;1035"
2024-12-16T15:31:00Z,"QQQ   250103C00524000",2024-12-18T20:13:00Z,Buy,15.2,8.36,3,-2052,3.9,-2058,967.5,3025.5,0,"2.04:42:00","1036;1037"
2024-12-18T19:56:00Z,"QQQ   241220P00527000",2024-12-18T20:13:00Z,Buy,3.55,5.68,5,1065,6.5,0,1125,470,1,"00:17:00","1039;1041"
2024-12-03T15:30:00Z,"QQQ   250110C00520000",2024-12-18T20:46:00Z,Buy,8.21,8.91,15,1050,19.5,-270,22957.5,21907.5,1,"15.05:16:00","1032;1042"
2024-12-03T15:30:00Z,"QQQ   250110C00530000",2024-12-18T20:46:00Z,Sell,4.1,4.67,15,-855,19.5,-16995,165,17160,0,"15.05:16:00","1033;1043"
2024-12-19T15:31:00Z,"QQQ   241220P00516000",2024-12-19T15:33:00Z,Buy,3.13,3.28,5,75,6.5,-10,95,105,1,"00:02:00","1044;1049"
2024-12-19T16:01:00Z,"QQQ   241220P00517000",2024-12-19T16:03:00Z,Buy,2.94,3.26,6,192,7.8,0,330,138,1,"00:02:00","1050;1055"
2024-12-19T16:31:00Z,"QQQ   241220P00518000",2024-12-19T17:28:00Z,Buy,2.56,4.1,7,1078,9.1,-154,1130.5,490,1,"00:57:00","1060;1062"
2024-12-19T18:33:00Z,"QQQ   241220P00517000",2024-12-19T20:17:00Z,Buy,2.71,3.31,6,360,7.8,-414,636,498,1,"01:44:00","1064;1067"
2024-12-19T16:15:00Z,"QQQ   250110C00521000",2024-12-20T19:42:00Z,Sell,8.56,10.87,2,-462,2.6,-641,621,1262,0,"1.03:27:00","1057;1072"
2024-12-19T16:15:00Z,"QQQ   250110C00526000",2024-12-20T19:42:00Z,Buy,6.19,7.77,2,316,2.6,-514,487,749,1,"1.03:27:00","1056;1073"
2024-12-27T15:16:00Z,"QQQ   241230P00520000",2024-12-27T15:18:00Z,Buy,3.25,3.62,5,185,6.5,0,435,250,1,"00:02:00","1074;1079"
2024-12-27T15:46:00Z,"QQQ   241230P00520000",2024-12-27T15:48:00Z,Buy,3.09,3.29,6,120,7.8,-30,132,162,1,"00:02:00","1080;1085"
2024-12-27T16:16:00Z,"QQQ   241230P00520000",2024-12-27T16:18:00Z,Buy,3.53,3.23,5,-150,6.5,-200,0,200,0,"00:02:00","1086;1091"
2024-12-27T16:46:00Z,"QQQ   241230P00520000",2024-12-27T16:48:00Z,Buy,2.84,2.64,6,-120,7.8,-120,0,120,0,"00:02:00","1092;1097"
2024-12-27T17:31:00Z,"QQQ   241230P00520000",2024-12-27T17:33:00Z,Buy,3.53,3.05,5,-240,6.5,-250,0,250,0,"00:02:00","1098;1103"
2024-12-27T18:01:00Z,"QQQ   241230P00520000",2024-12-27T18:03:00Z,Buy,2.98,2.76,6,-132,7.8,-144,0,144,0,"00:02:00","1104;1109"
2024-12-30T17:31:00Z,"QQQ   241231C00515000",2024-12-30T17:33:00Z,Buy,4.72,4.81,2,18,2.6,0,26,8,1,"00:02:00","1110;1115"
2024-12-30T17:46:00Z,"QQQ   241231C00516000",2024-12-30T17:48:00Z,Buy,4.44,4.44,2,0,2.6,-2,47,47,0,"00:02:00","1116;1121"
2024-12-30T18:01:00Z,"QQQ   241231C00516000",2024-12-30T18:03:00Z,Buy,4.74,4.41,2,-66,2.6,-114,0,114,0,"00:02:00","1122;1127"
2024-12-31T18:31:00Z,"QQQ   250102P00510000",2024-12-31T18:33:00Z,Buy,2.33,2.16,7,-119,9.1,-119,0,119,0,"00:02:00","1128;1133"
2024-12-31T19:26:00Z,"QQQ   250102P00510000",2024-12-31T19:28:00Z,Buy,2.37,2.22,7,-105,9.1,-105,0,105,0,"00:02:00","1134;1139"
